4.540000e+08	  3	  3000	    77	2.003185159950272e-03	1.778279410038919e+02	5.906384538418522e+01
4.541000e+08	  3	  3000	   575	2.079446772510221e-03	1.778279410038919e+02	5.911655979634359e+01
4.542000e+08	  3	  3000	   482	1.339664257050858e-03	1.778279410038919e+02	5.916931211647352e+01
4.543000e+08	  3	  3000	   339	1.519214692774261e-03	1.778279410038919e+02	5.922090685607101e+01
4.544000e+08	  3	  3000	   921	1.117635265386733e-03	1.778279410038919e+02	5.927381573695178e+01
4.545000e+08	  3	  3000	   500	1.490744786184146e-03	2.371373705661652e+02	1.629985028787402e-02
4.546000e+08	  3	  3000	   922	1.820103599395286e-03	2.371373705661652e+02	6.889327127939691e-02
4.547000e+08	  3	  3000	   559	1.999524203069369e-03	2.371373705661652e+02	1.205684534295676e-01
4.548000e+08	  3	  3000	    94	1.489880155017506e-03	2.371373705661652e+02	1.726659815786309e-01
4.549000e+08	  3	  3000	  1724	1.560117546123165e-03	2.371373705661652e+02	2.250874357399817e-01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
4.550000e+08	  3	  3000	  1354	1.539063030503154e-03	2.371373705661652e+02	2.777689557391870e-01
4.551000e+08	  3	  3000	  1725	1.634989891049140e-03	2.371373705661652e+02	3.304010229054464e-01
4.552000e+08	  3	  3000	  1143	1.878883939414437e-03	2.371373705661652e+02	3.823195671705579e-01
4.553000e+08	  3	  3000	   188	1.783402990874612e-03	2.371373705661652e+02	4.350402587216065e-01
4.554000e+08	  3	  3000	  2877	1.717531863783376e-03	2.371373705661652e+02	4.877200063739715e-01
4.555000e+08	  3	  3000	  2075	1.473562508214521e-04	2.371373705661652e+02	5.392500539813436e-01
4.556000e+08	  3	  3000	   168	1.655601118956003e-03	2.371373705661652e+02	5.918556889926919e-01
4.557000e+08	  3	  3000	   343	1.528459930314376e-03	2.371373705661652e+02	6.433220341704582e-01
4.558000e+08	  3	  3000	  1835	1.785499820064056e-03	2.371373705661652e+02	6.957963173810965e-01
4.559000e+08	  3	  3000	  1311	1.873753690474488e-03	2.371373705661652e+02	7.483030676333620e-01
4.560000e+08	  3	  3000	   900	1.433778797194852e-03	2.371373705661652e+02	8.009458474866452e-01
4.561000e+08	  3	  3000	  2397	1.293818531239958e-03	2.371373705661652e+02	8.533315110070002e-01
4.562000e+08	  3	  3000	  1052	1.846889165777142e-03	2.371373705661652e+02	9.036827058437360e-01
4.563000e+08	  3	  3000	  2643	1.756523592863506e-03	2.371373705661652e+02	9.563347498786170e-01
4.564000e+08	  3	  3000	   633	1.244016642711647e-03	2.371373705661652e+02	1.008976098437453e+00
4.565000e+08	  3	  3000	  1347	2.034167949537825e-03	2.371373705661652e+02	1.061604798374524e+00
4.566000e+08	  3	  3000	  2852	1.889521066942204e-03	2.371373705661652e+02	1.112466458452484e+00
4.567000e+08	  3	  3000	   328	1.026349964213519e-03	2.371373705661652e+02	1.163620471309491e+00
4.568000e+08	  3	  3000	  2712	1.929898394151123e-03	2.371373705661652e+02	1.215031828160713e+00
4.569000e+08	  3	  3000	   925	1.924893366857276e-03	2.371373705661652e+02	1.267647460115042e+00
4.570000e+08	  3	  3000	  2811	1.374412092393189e-03	2.371373705661652e+02	1.320274235022446e+00
4.571000e+08	  3	  3000	  1876	1.770524756334484e-03	2.371373705661652e+02	1.373084428476659e+00
4.572000e+08	  3	  3000	   182	1.759419978888956e-03	2.371373705661652e+02	1.425685817542848e+00
4.573000e+08	  3	  3000	  1128	1.401205984786008e-03	2.371373705661652e+02	1.478145502918108e+00
4.574000e+08	  3	  3000	   138	1.371568765405887e-03	2.371373705661652e+02	1.530948048197560e+00
4.575000e+08	  3	  3000	  2989	1.359734906216687e-03	2.371373705661652e+02	1.583567183879761e+00
4.576000e+08	  3	  3000	   464	1.891526833519266e-03	2.371373705661652e+02	1.636070570269784e+00
4.577000e+08	  3	  3000	  2925	2.066846824794999e-03	2.371373705661652e+02	1.688452526658538e+00
4.578000e+08	  3	  3000	   549	1.341111692097999e-03	2.371373705661652e+02	1.740779031645205e+00
4.579000e+08	  3	  3000	  1554	1.389966822054753e-03	2.371373705661652e+02	1.793433461021245e+00
4.580000e+08	  3	  3000	  2348	1.320678482959817e-03	2.371373705661652e+02	1.844343710900123e+00
4.581000e+08	  3	  3000	    91	1.221474089559055e-03	2.371373705661652e+02	1.896786269283442e+00
4.582000e+08	  3	  3000	  2717	2.052790396952062e-03	2.371373705661652e+02	1.948665819346508e+00
4.583000e+08	  3	  3000	  2650	1.407405490692543e-03	2.371373705661652e+02	2.000233951643735e+00
4.584000e+08	  3	  3000	  1727	1.645004716487754e-03	2.371373705661652e+02	2.052581598151756e+00
4.585000e+08	  3	  3000	  2886	1.503277519112213e-03	2.371373705661652e+02	2.103797436744964e+00
4.586000e+08	  3	  3000	  2123	9.993101860828496e-04	2.371373705661652e+02	2.155792547588924e+00
4.587000e+08	  3	  3000	  2140	1.392057892460120e-03	2.371373705661652e+02	2.208208378859730e+00
4.588000e+08	  3	  3000	  1183	1.498886722606690e-03	2.371373705661652e+02	2.260123352694624e+00
4.589000e+08	  3	  3000	   858	1.798723618871776e-03	2.371373705661652e+02	2.311636321961168e+00
4.590000e+08	  3	  3000	   647	1.389003377347899e-03	2.371373705661652e+02	2.363061366466547e+00
4.591000e+08	  3	  3000	   258	2.239933780178962e-03	2.371373705661652e+02	2.413163208841695e+00
4.592000e+08	  3	  3000	  2533	1.991264033790500e-03	2.371373705661652e+02	2.465244455682333e+00
4.593000e+08	  3	  3000	  2034	1.550132527387087e-03	2.371373705661652e+02	2.517026485625562e+00
4.594000e+08	  3	  3000	  1555	1.471600909197928e-03	2.371373705661652e+02	2.569662977158494e+00
4.595000e+08	  3	  3000	  1957	1.314318388933126e-03	2.371373705661652e+02	2.620568348611025e+00
4.596000e+08	  3	  3000	  2039	1.671010150419296e-03	2.371373705661652e+02	2.672666319518556e+00
4.597000e+08	  3	  3000	   822	1.761733568364858e-03	2.371373705661652e+02	2.725379297166231e+00
4.598000e+08	  3	  3000	  2400	1.243651745706275e-03	2.371373705661652e+02	2.778164831858782e+00
4.599000e+08	  3	  3000	   491	1.960950107017270e-03	2.371373705661652e+02	2.830788162899086e+00
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
4.600000e+08	  3	  3000	   654	1.491953733371825e-03	2.371373705661652e+02	2.883182893173938e+00
4.601000e+08	  3	  3000	  2006	1.909279868491893e-03	2.371373705661652e+02	2.936020212755497e+00
4.602000e+08	  3	  3000	   442	1.464885853756493e-03	2.371373705661652e+02	2.988684975285401e+00
4.603000e+08	  3	  3000	    90	1.079454655323233e-03	2.371373705661652e+02	3.041240488696297e+00
4.604000e+08	  3	  3000	   220	1.432187397454277e-03	2.371373705661652e+02	3.093785873699804e+00
4.605000e+08	  3	  3000	   936	1.164459891377155e-03	2.371373705661652e+02	3.146425772073380e+00
4.606000e+08	  3	  3000	  1571	2.069983476708631e-03	2.371373705661652e+02	3.198798524914693e+00
4.607000e+08	  3	  3000	  1979	1.518860962431944e-03	2.371373705661652e+02	3.251095436871848e+00
4.608000e+08	  3	  3000	  1070	1.285946466901694e-03	2.371373705661652e+02	3.303271739871574e+00
4.609000e+08	  3	  3000	  1652	1.488133531892238e-03	2.371373705661652e+02	3.355802251043940e+00
4.610000e+08	  3	  3000	   452	1.090365982988797e-03	2.371373705661652e+02	3.408382696502095e+00
4.611000e+08	  3	  3000	  1819	1.292093250374681e-03	2.371373705661652e+02	3.461038784062540e+00
4.612000e+08	  3	  3000	  1126	1.608895937162365e-03	2.371373705661652e+02	3.513713904236824e+00
4.613000e+08	  3	  3000	   406	1.331412211011649e-03	2.371373705661652e+02	3.565820080707658e+00
4.614000e+08	  3	  3000	  1678	1.771169983371457e-03	2.371373705661652e+02	3.618467367539793e+00
4.615000e+08	  3	  3000	  1492	1.115041919195738e-03	2.371373705661652e+02	3.671112642146380e+00
4.616000e+08	  3	  3000	  1032	2.015456199888611e-03	2.371373705661652e+02	3.723053582576202e+00
4.617000e+08	  3	  3000	  2999	2.006110204764334e-03	2.371373705661652e+02	3.774692308974080e+00
4.618000e+08	  3	  3000	  2755	1.336580705593392e-03	2.371373705661652e+02	3.826440493128700e+00
4.619000e+08	  3	  3000	  2198	1.954782377369099e-03	2.371373705661652e+02	3.879088478047397e+00
4.620000e+08	  3	  3000	  2394	1.268340837717548e-03	2.371373705661652e+02	3.930985731698151e+00
4.621000e+08	  3	  3000	  1916	1.305223126208415e-03	2.371373705661652e+02	3.983384586766850e+00
4.622000e+08	  3	  3000	  1448	1.198955475862581e-03	2.371373705661652e+02	4.036163751736577e+00
4.623000e+08	  3	  3000	  2886	1.512695585070706e-03	2.371373705661652e+02	4.088881223479434e+00
4.624000e+08	  3	  3000	  2468	1.715481666343985e-03	2.371373705661652e+02	4.141501169528024e+00
4.625000e+08	  3	  3000	  1503	1.299991836286855e-03	2.371373705661652e+02	4.192616105328987e+00
4.626000e+08	  3	  3000	   132	1.209967922996674e-03	2.371373705661652e+02	4.245300550395076e+00
4.627000e+08	  3	  3000	   403	1.398649625951199e-03	2.371373705661652e+02	4.297855629177882e+00
4.628000e+08	  3	  3000	  1253	1.196525499152268e-03	2.371373705661652e+02	4.348833417635199e+00
4.629000e+08	  3	  3000	   821	1.911878902898862e-03	2.371373705661652e+02	4.401406226909454e+00
collision No.64	2.415885e+02[yr]	i=1, j=2355	r_ij=6.321810609284086e-05	radius[1]+radius[2355]=6.338481524341289e-05
4.630000e+08	  3	  3000	  1095	1.318813817759562e-03	2.371373705661652e+02	4.453745421312592e+00
4.631000e+08	  3	  3000	  1066	1.787900336070702e-03	2.371373705661652e+02	4.506278180467768e+00
4.632000e+08	  3	  3000	  2610	1.797883933573014e-03	2.371373705661652e+02	4.558660572164539e+00
4.633000e+08	  3	  3000	    22	2.244690008879737e-03	2.371373705661652e+02	4.610362093014322e+00
4.634000e+08	  3	  3000	   982	1.220460366226942e-03	2.371373705661652e+02	4.663030496701690e+00
4.635000e+08	  3	  3000	  1804	1.732179106617962e-03	2.371373705661652e+02	4.715352715194077e+00
4.636000e+08	  3	  3000	  2031	1.183926901347116e-03	2.371373705661652e+02	4.767161091398317e+00
4.637000e+08	  3	  3000	   648	1.748467805259983e-03	2.371373705661652e+02	4.819080682741810e+00
4.638000e+08	  3	  3000	  2667	9.599732010796949e-04	2.371373705661652e+02	4.870552340357923e+00
4.639000e+08	  3	  3000	   553	1.789378340424301e-03	2.371373705661652e+02	4.922954908871775e+00
4.640000e+08	  3	  3000	  2552	1.454657942342858e-03	2.371373705661652e+02	4.975588533944992e+00
4.641000e+08	  3	  3000	    60	1.696865093385935e-03	2.371373705661652e+02	5.027994263067910e+00
4.642000e+08	  3	  3000	  1868	1.795613366748553e-03	2.371373705661652e+02	5.080727051944787e+00
4.643000e+08	  3	  3000	   273	1.770336941301521e-03	2.371373705661652e+02	5.133275561374437e+00
4.644000e+08	  3	  3000	   758	1.456970183670642e-03	2.371373705661652e+02	5.185951089322126e+00
4.645000e+08	  3	  3000	  2993	1.205172953626258e-03	2.371373705661652e+02	5.238746276969542e+00
4.646000e+08	  3	  3000	  1942	1.270217575122725e-03	2.371373705661652e+02	5.291501691731185e+00
4.647000e+08	  3	  3000	  2528	1.561005354349358e-03	2.371373705661652e+02	5.344049316051724e+00
4.648000e+08	  3	  3000	  2935	1.443929039903376e-03	2.371373705661652e+02	5.396585195410998e+00
4.649000e+08	  3	  3000	  2917	2.052055072848298e-03	2.371373705661652e+02	5.448897255183956e+00
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
4.650000e+08	  3	  3000	   952	1.689918911756633e-03	2.371373705661652e+02	5.501083083939702e+00
4.651000e+08	  3	  3000	  1028	1.465356652473235e-03	2.371373705661652e+02	5.553154049842178e+00
4.652000e+08	  3	  3000	  1192	1.643423285708479e-03	2.371373705661652e+02	5.605644042386247e+00
4.653000e+08	  3	  3000	   457	1.549342450293281e-03	2.371373705661652e+02	5.658163009409110e+00
4.654000e+08	  3	  3000	  2476	1.325012685544499e-03	2.371373705661652e+02	5.710157435537308e+00
4.655000e+08	  3	  3000	  1265	1.935147498794853e-03	2.371373705661652e+02	5.762809903158598e+00
4.656000e+08	  3	  3000	  1324	1.631522116665980e-03	2.371373705661652e+02	5.815196419858746e+00
4.657000e+08	  3	  3000	   808	1.162440223296147e-03	2.371373705661652e+02	5.867101578739629e+00
4.658000e+08	  3	  3000	  1703	1.168095036606558e-03	2.371373705661652e+02	5.917399975229763e+00
4.659000e+08	  3	  3000	  1047	1.519187385308457e-03	2.371373705661652e+02	5.968013871840316e+00
4.660000e+08	  3	  3000	  2312	1.710991748027229e-03	2.371373705661652e+02	6.020024309861428e+00
4.661000e+08	  3	  3000	   531	1.688886314355437e-03	2.371373705661652e+02	6.070534583025033e+00
4.662000e+08	  3	  3000	  1567	1.476126502168336e-03	2.371373705661652e+02	6.123000540565158e+00
4.663000e+08	  3	  3000	  1648	1.374690846350665e-03	2.371373705661652e+02	6.175715375600551e+00
4.664000e+08	  3	  3000	  2741	1.318560592312014e-03	2.371373705661652e+02	6.228464754858908e+00
4.665000e+08	  3	  3000	  2476	1.332525934380405e-03	2.371373705661652e+02	6.280618407444434e+00
4.666000e+08	  3	  3000	    50	1.268733582973560e-03	2.371373705661652e+02	6.332926916044902e+00
4.667000e+08	  3	  3000	  1346	1.539927954103084e-03	2.371373705661652e+02	6.385653384009831e+00
4.668000e+08	  3	  3000	   897	1.804211283965440e-03	2.371373705661652e+02	6.438466777664977e+00
4.669000e+08	  3	  3000	   114	1.988704452299840e-03	2.371373705661652e+02	6.490820627182868e+00
4.670000e+08	  3	  3000	   585	1.398697652369461e-03	2.371373705661652e+02	6.543078498596539e+00
4.671000e+08	  3	  3000	  1455	1.395445055638519e-03	2.371373705661652e+02	6.594822622224762e+00
4.672000e+08	  3	  3000	  1895	1.483889692131450e-03	2.371373705661652e+02	6.647093848974220e+00
4.673000e+08	  3	  3000	   832	1.595153039235770e-03	2.371373705661652e+02	6.699609068591829e+00
4.674000e+08	  3	  3000	  2690	2.119385761658131e-03	2.371373705661652e+02	6.752206872291158e+00
4.675000e+08	  3	  3000	  1750	1.440265199284160e-03	2.371373705661652e+02	6.804931875834250e+00
4.676000e+08	  3	  3000	  1384	1.444602264894464e-03	2.371373705661652e+02	6.857609701175429e+00
4.677000e+08	  3	  3000	  1187	1.071816941665146e-04	2.371373705661652e+02	6.909887134028217e+00
4.678000e+08	  3	  3000	  1055	1.795112342862036e-03	2.371373705661652e+02	6.962134324136690e+00
4.679000e+08	  3	  3000	  1625	1.458777644923288e-03	2.371373705661652e+02	7.014789675798518e+00
4.680000e+08	  3	  3000	   216	2.051522110607311e-03	2.371373705661652e+02	7.067519231335516e+00
4.681000e+08	  3	  3000	  2668	1.661054877231356e-03	2.371373705661652e+02	7.120391028920205e+00
4.682000e+08	  3	  3000	   738	1.804297000203636e-03	2.371373705661652e+02	7.173202388803304e+00
4.683000e+08	  3	  3000	  2922	1.850284126805759e-03	2.371373705661652e+02	7.224493749172558e+00
4.684000e+08	  3	  3000	   435	1.784915187107403e-03	2.371373705661652e+02	7.276961345396472e+00
4.685000e+08	  3	  3000	  1901	1.270420696316269e-03	2.371373705661652e+02	7.329703541858666e+00
4.686000e+08	  3	  3000	  1038	1.685317770170332e-03	2.371373705661652e+02	7.382418135380666e+00
4.687000e+08	  3	  3000	  1003	1.585199280432207e-03	2.371373705661652e+02	7.434950108899098e+00
4.688000e+08	  3	  3000	   262	1.439074991186713e-03	2.371373705661652e+02	7.486828225140610e+00
4.689000e+08	  3	  3000	  2817	1.530991383350975e-03	2.371373705661652e+02	7.539088522964597e+00
4.690000e+08	  3	  3000	   775	1.417001012377433e-03	2.371373705661652e+02	7.589368404436560e+00
4.691000e+08	  3	  3000	  1453	1.829361042685894e-03	2.371373705661652e+02	7.641968093073988e+00
4.692000e+08	  3	  3000	  1803	1.849153573242324e-03	2.371373705661652e+02	7.694076666898154e+00
4.693000e+08	  3	  3000	  1369	1.408564191310093e-03	2.371373705661652e+02	7.746851944474587e+00
4.694000e+08	  3	  3000	  1928	1.182685232848194e-03	2.371373705661652e+02	7.799736838358823e+00
4.695000e+08	  3	  3000	  2651	1.381511683078798e-03	2.371373705661652e+02	7.852067914881777e+00
collision No.65	2.450240e+02[yr]	i=2, j=1196	r_ij=6.324432055074569e-05	radius[2]+radius[1196]=6.338481524341289e-05
4.696000e+08	  3	  3000	  2092	1.360918098283528e-03	2.371373705661652e+02	7.904460447507456e+00
4.697000e+08	  3	  3000	  1580	1.353539663617937e-03	2.371373705661652e+02	7.957170510790860e+00
4.698000e+08	  3	  3000	  2033	1.327712122118925e-03	2.371373705661652e+02	8.009880904158388e+00
4.699000e+08	  3	  3000	   490	1.918049496345802e-03	2.371373705661652e+02	8.061465625341031e+00
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
4.700000e+08	  3	  3000	  2322	1.784283357256521e-03	2.371373705661652e+02	8.114133138119877e+00
4.701000e+08	  3	  3000	   466	1.391106781250601e-03	2.371373705661652e+02	8.165959597563779e+00
4.702000e+08	  3	  3000	    78	9.618938407651648e-04	2.371373705661652e+02	8.218479990850248e+00
4.703000e+08	  3	  3000	   973	1.914421743190746e-03	2.371373705661652e+02	8.271237962002902e+00
4.704000e+08	  3	  3000	  1026	1.098361489357605e-03	2.371373705661652e+02	8.324055140522177e+00
4.705000e+08	  3	  3000	  1133	1.405710424896337e-03	2.371373705661652e+02	8.376764277725144e+00
4.706000e+08	  3	  3000	  1842	2.170449654286070e-03	2.371373705661652e+02	8.428972596722778e+00
4.707000e+08	  3	  3000	     2	1.520637757608714e-03	2.371373705661652e+02	8.481167047094704e+00
4.708000e+08	  3	  3000	    36	1.688753773950066e-03	2.371373705661652e+02	8.534039336029688e+00
4.709000e+08	  3	  3000	  2204	1.805395810274395e-03	2.371373705661652e+02	8.586558716932927e+00
4.710000e+08	  3	  3000	  2909	1.139424256922741e-03	2.371373705661652e+02	8.639297516530830e+00
4.711000e+08	  3	  3000	   897	1.858312519749095e-03	2.371373705661652e+02	8.692086830602030e+00
4.712000e+08	  3	  3000	   702	1.455607880642223e-03	2.371373705661652e+02	8.744923005525687e+00
4.713000e+08	  3	  3000	  1878	1.364849199419430e-03	2.371373705661652e+02	8.797651121612061e+00
4.714000e+08	  3	  3000	  2497	1.308341347662321e-03	2.371373705661652e+02	8.850280613951041e+00
4.715000e+08	  3	  3000	  2030	2.049623493222008e-03	2.371373705661652e+02	8.902841846227272e+00
4.716000e+08	  3	  3000	  1791	1.031487617875548e-03	2.371373705661652e+02	8.955454266695783e+00
4.717000e+08	  3	  3000	  2545	2.291256846291196e-03	2.371373705661652e+02	9.008036318792838e+00
4.718000e+08	  3	  3000	  2725	1.936802134338703e-03	2.371373705661652e+02	9.060589813690356e+00
4.719000e+08	  3	  3000	  2561	1.501649781837768e-03	2.371373705661652e+02	9.112532160233593e+00
4.720000e+08	  3	  3000	  1324	1.399891515471271e-03	2.371373705661652e+02	9.165085780777728e+00
4.721000e+08	  3	  3000	   968	1.602080647630001e-03	2.371373705661652e+02	9.217404581880414e+00
4.722000e+08	  3	  3000	  1291	1.045540020593262e-03	2.371373705661652e+02	9.270254224386166e+00
4.723000e+08	  3	  3000	  2697	1.908151756110276e-03	2.371373705661652e+02	9.322998931948472e+00
4.724000e+08	  3	  3000	   394	1.913866563746178e-03	2.371373705661652e+02	9.374837110565542e+00
4.725000e+08	  3	  3000	   576	1.911120787527580e-03	2.371373705661652e+02	9.427688110186322e+00
4.726000e+08	  3	  3000	    13	2.005062138079582e-03	2.371373705661652e+02	9.480526656394291e+00
4.727000e+08	  3	  3000	  2782	1.969231500244202e-03	2.371373705661652e+02	9.533004088737997e+00
4.728000e+08	  3	  3000	    73	1.461167205624885e-03	2.371373705661652e+02	9.585198887396421e+00
4.729000e+08	  3	  3000	  1244	1.964431349644094e-03	2.371373705661652e+02	9.637481758405171e+00
4.730000e+08	  3	  3000	  2948	1.484471007124794e-03	2.371373705661652e+02	9.689818241953825e+00
